	TCGA-3X-AAV9-01A	TCGA-3X-AAVA-01A	TCGA-3X-AAVB-01A	TCGA-3X-AAVC-01A	TCGA-3X-AAVE-01A	TCGA-4G-AAZO-01A	TCGA-4G-AAZT-01A	TCGA-W5-AA2G-01A	TCGA-W5-AA2H-01A	TCGA-W5-AA2I-01A	TCGA-W5-AA2O-01A	TCGA-W5-AA2Q-01A	TCGA-W5-AA2R-01A	TCGA-W5-AA2T-01A	TCGA-W5-AA2U-01A	TCGA-W5-AA2W-01A	TCGA-W5-AA2X-01A	TCGA-W5-AA2Z-01A	TCGA-W5-AA30-01A	TCGA-W5-AA31-01A	TCGA-W5-AA33-01A	TCGA-W5-AA34-01A	TCGA-W5-AA36-01A	TCGA-W5-AA38-01A	TCGA-W5-AA39-01A	TCGA-W6-AA0S-01A	TCGA-WD-A7RX-01A	TCGA-YR-A95A-01A	TCGA-ZD-A8I3-01A	TCGA-ZH-A8Y1-01A	TCGA-ZH-A8Y2-01A	TCGA-ZH-A8Y4-01A	TCGA-ZH-A8Y5-01A	TCGA-ZH-A8Y6-01A	TCGA-ZH-A8Y8-01A	TCGA-ZU-A8S4-01A
hsa-miR-185-5p|0|0	6.164576793586691	6.44943728562627	6.2109553130873	5.84604732456601	5.52941531761757	5.58910225160444	5.2763884539714505	6.471165834593839	6.0668190558917106	6.339930599402809	6.7106186746313705	4.87519176346005	5.09753030630321	6.06393790435688	6.350508744646491	6.171338459932129	6.62504879141307	5.53793067913059	6.160906325100489	6.029123161907441	5.40301614825199	5.45576646858454	5.818101900366	7.48512029065717	6.2299390456738495	7.159187395234751	5.79489402663323	5.878818446241371	5.1696843914800095	5.561198950703	5.78761469899723	6.78434480763318	5.52369562877178	6.85569518861457	6.70097934865532	6.493645364085539
hsa-miR-186-5p|0|+1	5.80928590706988	6.09381835149596	5.9290816567509195	5.57540802503465	5.629903676016901	5.54018961823906	5.550469721329841	6.2549922918727505	5.718448959288991	5.77785845870932	5.9223979593017	5.33432194334075	5.11726083970924	5.901704422905	5.306967078422519	3.89408331590751	6.2819577518299194	6.0100402108235	6.825619399691191	5.60678570324831	5.26662517594848	6.16010078065904	5.486430099484481	4.982691119833519	6.051927326662331	6.02811435706743	5.920892630342929	4.6387176228058	4.95669176191825	5.11862380066803	6.292555379184161	5.76270977226125	4.544296332610821	5.87893740235218	6.38508445324353	5.49389091125257
hsa-miR-186-5p|0|+2	3.09749521498052	3.58232119200562	3.06036842582648	2.12083781935872	2.5843953868726497	2.6358148672848998	2.40812929442937	3.38150971909824	2.43356314952048	3.04843476153955	3.13425834048383	2.7269903188990297	2.2545027764968903	3.3652503169257004	2.79709259999811	1.70197360634794	3.2746689424805404	3.12242558760417	4.55648478051731	3.05177715961635	2.050798249436	3.8406537318827096	2.33068803451183	2.23231187963222	2.82759873835776	3.45707502064189	3.62638714207163	1.71616614941344	1.8781412784461298	2.22591561454539	2.67964917767241	2.2752988082781096	1.33496899683291	3.67196345609999	3.8220520189597305	2.44121183515796
hsa-miR-186-5p|0|-1	3.83983785598876	3.7193276643165696	3.49114123930267	4.23220260057668	4.83223333564233	4.502291764567451	4.72612453897842	3.38150971909824	5.64419752230767	4.29553333182737	5.34161187818054	4.0983733688927995	4.47351431691083	4.51688145897651	3.94721470080221	3.67664145791219	4.34225947833231	3.7067402077091898	4.77609587676963	3.7414518215462595	4.12021367992259	4.2791251543797895	4.63985777742077	4.56096961967166	3.3431766836290495	3.5750537074835402	3.9997859366462203	4.242856678162	3.1070752486371602	3.8829178422162496	5.134701186363531	4.43597933349273	2.95746115420685	3.9710743061510496	4.80253809175048	4.066484131801911
hsa-miR-186-5p|0|-2	3.15692751144704	2.6439420305221097	2.0854504750139	3.5455259055792796	3.96129507794908	3.56458485650078	3.06155086460455	2.55416137012662	5.22465843979061	2.96690430255436	4.15843073449229	2.8785034395486004	3.96489117566106	3.07790482362944	2.41347268694638	2.46124422047884	3.0127017356324903	2.30832623953809	3.91745681756426	2.7539190626146097	3.71417474471065	2.71656598350215	4.09776314623067	3.57181006617621	2.91352189220767	2.33776999535793	3.21870299711731	3.4154795813449597	1.95674754321306	2.36676315948033	4.01856205875256	3.1573702198868596	2.13217510948281	2.35362578426483	2.89679134903651	2.93479311793212
hsa-miR-186-5p|0|0	6.638523559045769	6.488306371813509	6.2917803541939294	6.88291101284745	7.23971777927081	6.79339710740267	7.009458800690349	6.48169350428467	7.533781072185099	6.816482771290691	7.694713297469621	6.393846103953531	6.6608620555649605	6.885586499273231	6.6068617666458795	5.66038274567885	6.70722086686175	6.40944139728719	7.50543361612176	6.5786260343935	6.412729332391191	6.55529367207947	7.45382248815835	6.967138881136839	6.96255905170079	6.2747283844058	6.928271908368401	6.43080797884624	5.79034505777079	6.26304135434975	7.7690105084172	6.68686468790015	5.6211391173622	6.66430654177878	7.228016718675961	6.614550402044059
hsa-miR-18a-5p|0|0	2.201531441462	2.5877774851639	1.68689531313959	3.62110744517898	1.80686883812315	1.85105148889197	1.5363139586643002	1.97230874324909	2.43356314952048	3.19885258072615	2.46948647417612	1.7839995570000202	2.2545027764968903	2.61941996922761	1.9579273964666	2.1021590549633897	4.03800402555638	1.2531290670659199	2.53089038180763	3.01280968072023	1.594895340259	2.21244694947258	2.25657253535299	1.2859625819360199	2.99461406053542	3.03114741925897	2.50116506185844	2.11786897098985	2.66721613459776	2.97753727074498	1.8888894991027099	2.9489209497624804	2.38673478295609	1.7438095242434901	2.84793551242324	2.50516500886858
hsa-miR-191-5p|0|+1	3.34754764159921	4.979459185361519	4.57768697965387	3.8891368195290204	4.39166927446486	3.7905181244493997	3.7595248494046403	4.88702749293521	4.9511853787438795	4.53358479794528	5.997522146462081	4.03526432456597	3.75421943815357	4.798041976564139	3.5183148063717504	3.13757385588158	5.091866492897	3.98404735626848	5.70616023756146	5.157601687204179	3.92077750142909	5.703953461062219	5.02183086231389	4.5227895304379295	5.2490331327532305	5.05005376510767	5.16427732140533	2.6893723922666206	3.59881062594733	3.86719404993059	4.21511575046493	4.6162398090502	4.75782862805076	5.15584879096925	4.512411574095871	5.15822884687647
hsa-miR-191-5p|0|-1	6.58272752921834	7.0576009270033095	7.20619759889163	7.92356207225298	7.839313478134099	7.3225180922662805	7.76256821657678	8.2360987228209	8.28175669622563	6.90806405705666	8.18716315465241	7.34460568119367	7.07064501064898	7.30358111618797	6.81986485607573	6.60553335869189	8.43538224717053	6.7644929197452806	7.59306715900481	8.20517690307188	6.922976335493259	7.597189685735331	8.5305481903742	8.23173934898335	7.84912746930346	7.081570664192129	7.59948468161265	6.844604398793429	7.5105762048473	6.81943156172494	8.55630916113934	7.94311530688738	7.55293500169145	7.746687097953889	6.47631119165724	8.05058593527205
hsa-miR-191-5p|0|-2	3.68693997863359	4.08659432619189	4.06248072090277	5.606734480980389	5.62382409992511	4.60098839089884	5.90487588569749	5.51834588126768	6.403317923683111	3.97943666428696	5.27069463664941	5.41916490187201	4.59106007335411	4.6859362113686	4.12173105795752	4.16893087985482	6.2579234355269096	3.9289474668461604	4.94549623512559	5.61981089553951	4.79277668708267	5.0115680303476795	6.14521278694391	5.471151708592879	5.28171332359594	4.41115720439743	4.8154659697729505	4.61820809691421	4.8679480556685	4.32409416563588	6.21919597109393	5.0412489920649906	5.324905946932	4.5968271979376505	3.79653158824254	5.60751049161818
hsa-miR-191-5p|0|-3	3.94473607336259	3.7193276643165696	3.85683895629184	5.42183954963515	5.97374485301335	5.0484938907986	5.823291467537251	5.19917118019818	7.0041874709444105	3.57406613478409	5.34161187818054	5.77514288865025	5.23029239530897	4.27729627202877	4.23658068826016	4.28892598711199	5.25859831369184	3.63968772730317	4.7149005753024404	5.0748901030221	5.06850493104185	4.2240726833318	6.01077131230572	5.87635413137576	4.71517610605792	4.23116513010054	4.7625885589333	4.8112562569585	4.6248267040870195	4.07311094748543	6.5919689564093105	4.96567850914272	5.34306010248468	4.5968271979376505	3.8220520189597305	5.404487231851999
hsa-miR-191-5p|0|0	6.5800159813659596	7.1380240995706705	7.02136128084357	7.34899674994543	6.88043917225332	6.8166883686554405	6.930738277017901	7.9817674565017	7.37705000174781	6.798920828692559	8.28036434650045	6.8922811503237496	6.197107718950679	7.1261558123843	6.0385450637690905	5.96262709934971	8.00287682115108	6.5741164062207496	7.49090473199304	7.72062494067367	6.095028451657139	7.20076321660725	7.90419732139074	7.351725597534269	7.32591783868868	6.85541089427053	7.369517745200991	6.022309945273861	6.8816782935256695	6.0073500648353395	7.4347134020314805	7.33199901501942	6.856479079332289	7.68626436066792	6.229286849764461	7.84043384670831
hsa-miR-192-3p|0|-1	0.44357201032940796	2.84899541851143	3.1463421841029304	5.99079877633995	2.2473902532507997	5.25204411846851	2.9238120784575	3.28863422955847	1.6108834008948503	3.41408644221314	4.48514508434719	3.32798105704532	3.3495795972205	3.99974877388591	1.5769870115370699	4.35151533882158	2.76238165874784	0.840456157756824	1.89956953162426	2.55128268475723	3.38267483096532	2.28596851201513	5.2960643369429805	5.402721375851329	5.43485420406354	2.4241549578492596	3.12126141624449	3.86174797671552	3.71643952067423	2.5354288657520803	3.5205560276770895	3.19567518809749	2.68123483432029	3.7369527482563996	2.98980330131074	2.7359129814619703
hsa-miR-192-3p|0|0	1.88742977151351	4.85411697972096	4.60830628257592	7.79211338571365	3.5124486430856496	5.857152250960199	4.51049894650785	5.32142579104033	2.26762335787577	5.02143767382582	6.012088713051781	4.59789219676129	5.03666609808663	5.445704539129929	2.9730522445671497	5.55261868122696	3.88948242229681	2.75102822806659	3.9602737354737902	4.38461398566316	4.75728536323544	3.95776858076595	6.2347974828557895	6.31657292963457	7.151233154844889	4.36822036011804	4.6506384438050095	4.7930731986596395	5.234224342887151	3.60811699133201	5.20247181209783	4.862310450689209	4.2684648804620995	5.11975108776134	4.54342764416037	4.30075125951638
hsa-miR-192-5p|+1|+1	3.91061049287822	5.31833429180026	4.99566956839009	8.318312936790509	3.4588129379283603	7.437162678773809	5.70912986268495	6.248842111164531	3.8580073463976903	6.224082186483151	6.5401827116276	4.88715527154366	5.16543796905056	6.62898497745193	3.70940995252321	6.89117377527863	5.32950006043933	3.9475489007830205	4.857629735761191	5.00711152821763	5.58947210072559	4.14724085877852	7.28699571815002	7.49007593078579	7.873452446220781	4.861682764108441	5.65682903670009	6.491266421114111	6.05886206141271	5.151450554514129	5.6389998850356	6.3172329233343305	5.78503955341218	6.71760827240667	5.5847724599758	5.71958692383618
hsa-miR-192-5p|+1|+2	8.81050531645062	11.326672080567999	10.4860291066163	14.4836158880388	9.730922121995679	12.5913950779389	11.339030685601498	12.683921231233098	9.261612215009778	11.1565381726445	12.216717335193	10.8994273168898	11.0245947087276	12.322353133426398	9.38678168492023	12.697614559091699	11.334173648428301	9.432563412718949	10.656533572077	10.879558321535098	11.4767457844276	10.2875402852269	13.2323765749722	12.9893810331099	13.830109559842	10.5764894104068	11.307303355768301	11.975879733423	11.8691422998019	10.848776540417699	11.9311155404964	12.384428264463502	11.681807652520199	12.1936459163182	10.700229736990401	11.370428199393102
hsa-miR-192-5p|+1|+3	6.116734772606421	8.96102538917452	7.19447316539289	9.47981516860734	5.18586509793151	9.48157530594364	7.83880226805326	8.52275411333217	5.574826880659191	8.98921786976862	9.52528561723067	6.97868002783759	8.046096344755059	8.65961142266972	5.58140578489352	8.77363600834169	6.8627203129553305	7.987545618610571	7.489078290347151	7.3188896113675	7.85401290093184	7.71334346968129	7.993892128846969	9.2169363966544	9.07067001981828	7.7689088753160895	9.20794048740449	8.25010967061715	7.967403598368349	6.67111279030558	8.27711468506194	8.94721479076926	7.20308804504333	9.64123509919476	8.79733100522566	6.621780842139749
hsa-miR-192-5p|+1|-1	1.28680391392868	1.41714925237407	2.19709718486551	4.29509091994388	0.502300208154844	5.28210364306537	2.53969554198587	1.8476248464251899	2.35297775354835	3.6929285174573905	4.10507522591399	2.1444751891668896	2.10441579163334	3.1508435627380003	1.0578924047056502	4.28892598711199	2.18122094290861	1.3680600590588603	2.06563720871562	1.5795744168188302	2.45693813522045	1.29504278463491	4.01026021214916	4.96381560497157	3.81445871839246	1.52187174345835	2.15231343399136	4.358655664747681	2.2960443557359103	2.0137879064210797	1.51533729224536	2.80767012533739	2.8599678343766803	3.0602548079056096	2.92061253041666	2.37429165078354
hsa-miR-192-5p|+1|-2	1.28680391392868	3.36561939812279	3.89044747157669	7.9210720408753	4.10788335512021	8.15903099840715	5.58133955403608	4.664841037821019	3.6031684909395403	4.32854848307458	6.136964384937721	5.012594814622401	4.99461495024897	5.41642026920401	3.15928118790237	7.3246494680403	4.59339069561053	3.02068815234649	3.51965567875229	4.02215424549415	5.2239271139632	2.5474849745281096	8.00948944718056	7.4016714200906595	7.25773916307127	3.6123291793501	4.42423234276563	7.19030902526023	5.333308667406571	4.45608642074228	5.45118144384253	5.92541164377086	6.6629040428236195	4.049921912627471	3.3645080577999997	5.31810472940833
hsa-miR-192-5p|+1|0	3.26891585191152	5.08466601073684	5.11419814805946	7.98802894415994	3.37442447842464	7.854708824615071	5.28579044248466	5.3675671672037195	3.8285077806856096	6.3071778633470705	6.87104351386757	4.91078871781749	4.89526375245551	6.22672782902215	3.49543106322208	7.30105670525658	4.668244397918389	3.85204636289716	4.06206614513077	4.7470982398232	5.45563288373255	3.93509385340112	7.07155591834564	7.68419072268685	7.54366059363646	4.74904791291594	5.376225245800519	7.162249960574889	5.538916648693099	4.7921284868679805	5.2351995215482	5.97580865242599	5.54998352023167	6.55591437899709	5.5354855738766595	5.66463677285501
hsa-miR-192-5p|0|+1	7.608826851708269	10.9077951457495	9.63005555942641	12.8973549480306	8.395212563234379	11.537653354456902	10.0596073093011	11.1626472356563	7.19542706601606	10.0785356209214	11.5990150884868	9.71164767724925	9.951127471250519	10.525745883649199	7.7313807368552805	11.095555457226501	9.284354265367	8.625433171807929	9.86214795172139	9.38828927588228	9.937855762270189	8.725677469898889	11.5505814835402	11.272569013124402	12.2674395346808	9.84837849107357	10.598440501774801	10.1132111901521	10.671631902554	8.974808828974538	10.7294375898195	10.6878131805113	9.57782793282724	11.3305873764148	9.688577752239471	9.46053930244866
hsa-miR-192-5p|0|+2	4.587239564137991	8.20350546692207	7.045802953082879	9.313680219878	4.884021795800559	9.20389286713263	6.9202119184207795	7.88990327758517	5.118968561447679	7.30842011924865	9.23211923961133	6.51444486923593	6.304273828389059	7.19136047867345	4.75303272342018	8.471537580470692	6.396466837068759	5.68374652276905	6.717455369097201	5.92278063098903	6.76218308218649	6.06409682845477	8.525625890160349	8.27257674456282	9.17002681144935	7.10790961743021	7.585851873009711	7.44879533090888	7.273960952058211	5.89940081480295	7.0177575752	7.83956991295586	6.981498972358849	7.8309665976719804	7.12541501112019	6.48969885235794
hsa-miR-192-5p|0|+3	3.0355089993173903	6.06839039357625	4.18941539194238	5.378936675747401	1.6240310599681202	6.864657630099419	3.22686440545241	4.0805991874035	2.26762335787577	4.75010031844132	6.72837051658568	3.18023154848267	3.70291102114698	4.19346086716753	0.9271935286831129	4.83600064483159	2.61879295815886	4.695125867172	4.570371113363611	3.19790413035921	3.5579253478510298	3.3515817728628	4.61040491602125	4.85534039736373	5.58642790716021	4.9073869250607505	5.7357664198912	3.97898533648091	4.17674595706697	2.57468480531438	3.7000826728909	4.67164667259177	3.56414561007433	5.8276441056032	4.96599223997547	2.93479311793212
hsa-miR-192-5p|0|-1	6.98240747840892	9.08094980501528	8.47492052969564	12.0720988867631	7.8832383716002	11.249659826154199	9.64838394105626	9.511830940184339	7.48498235073722	9.10301152662	10.6599875463815	9.22699297462973	9.328441283923661	9.80755728540866	7.08230588565642	10.6774583388771	8.45533480372737	7.453936268210991	8.305754620755959	8.293178158622611	9.315329939723858	7.907834820283131	11.1447211969429	11.116817715062098	11.321889147040501	8.55559593409231	9.24455369927633	10.353366846159698	9.278475661040869	8.45621845194354	9.62925249516701	9.583149033761302	9.32731760049631	9.589384627650679	8.56154524926232	8.90552404459257
hsa-miR-192-5p|0|-2	5.07711600469442	6.68181877518373	6.80050291931214	11.5372063093715	7.2496223256179295	10.0700437688634	8.69541691972178	8.13634962562092	6.83649011905447	7.860321755075071	8.8617700785608	8.137235790285981	8.75382104970057	8.72452033043683	6.4460974682225	10.4150886120734	7.02103976201101	5.58026643413762	5.86669510496536	7.3814107816124706	8.421861801249191	6.6661523385972306	10.7708235358146	10.748318316303802	10.472427365798499	6.45993922632013	7.030216868202291	10.3539484070309	7.999090326516651	7.9904305701930305	8.52687096758858	8.83490118045185	9.25964077503234	7.22483010569451	6.987022702426749	8.45754314991996
hsa-miR-192-5p|0|-3	1.57522537750912	4.165460332956919	3.61693346171511	7.26705503952227	3.28479147163642	7.267234623519809	4.17829422050673	4.23791685281641	2.58237012998902	4.42328923119951	6.30016539688672	3.7509663886736697	4.45812413044788	4.71629260009522	2.72022466907407	6.5099854101555	2.89296398815721	2.8728149212342404	3.16437933834474	3.66811010359139	4.06322317544526	3.04775014011536	6.89043231429698	6.952851504300781	6.35805255296497	3.5750537074835402	4.34011423985331	6.45124360177745	4.20921925916625	3.62691378648835	4.75601938663498	4.801513198420889	4.83682294494319	4.07527506366616	3.73068270322486	3.7342511684395703
hsa-miR-192-5p|0|0	9.6046078316356	12.4070862079107	11.3965905532522	14.6602855755337	10.254889570865199	13.3358720548817	11.626021930599999	12.7056948890244	9.26574521053446	11.534992344570698	13.3356249329829	11.5342118906927	11.7927132888181	12.3837792015467	9.54558686425468	12.8475125817644	11.016420060538001	10.1001165521671	11.4512453368907	11.117112132098999	11.7672036243835	10.772917006909301	13.473922145917802	13.2563724444929	14.1846759451691	11.565067432545	12.1294854923239	12.3733890415115	12.123446074721901	10.739398147125401	12.3572233524143	12.089407572711101	11.4342317615104	12.741897788477099	11.2177652929726	11.3423903149738
hsa-miR-193a-3p|0|-1	1.17624981067326	1.54063544488303	1.76144347352912	1.7236707863589298	3.34516122836473	3.2364392914712203	3.01708322986811	2.08706889224219	2.71725337538043	3.57406613478409	3.0235880948755898	2.3658192455516	3.2458486549883103	2.94065383109892	3.4721784844126	4.02273818707087	0.973936261666873	2.57079110892313	2.69198903186068	2.49584154235646	2.2681130415244	1.43090068025233	1.00548119227364	2.7556968456454403	2.29887285657216	1.92882531078746	2.0849928626652803	2.6893723922666206	2.61968906933739	3.51027400638256	2.98690597505612	3.6185764440883	2.68123483432029	0.371445078371246	3.34703438047642	3.10954904780095
hsa-miR-193a-3p|0|0	1.28680391392868	1.54063544488303	2.14235356944264	0.7031225088983311	2.3093119815383796	3.10807340440145	3.4606679578307795	1.97230874324909	1.4651407824245601	3.16269269186316	2.62919769025443	2.1444751891668896	2.78519026696081	3.0964881228023704	2.68019822656181	2.2141870535058397	2.45931740049512	1.7535397813333202	2.4729289808248196	2.18131698803637	2.45693813522045	2.4864145534299	0.8120543606828471	2.02941270777161	3.27987791364698	1.52187174345835	2.50116506185844	1.03906964828832	2.2960443557359103	3.03496181562655	2.13072516226197	3.1573702198868596	1.89026118208736	1.9769060272911998	2.92061253041666	2.6251473816080297
hsa-miR-193a-5p|0|-1	4.2478035307657	3.43092537340641	4.39071433247588	4.53544353842741	6.87020366110088	5.84209713908113	5.842532280524059	5.97103657979192	4.71367522924141	5.90368825243943	6.96388201582277	6.1525269406422805	6.4200019077023605	6.33241715188456	6.05819815762741	7.53478384710342	4.82368746186837	5.2313556040183204	5.10664049737637	5.85829798352509	4.98913630980721	5.194526270890339	3.29522544971043	6.75570948470291	6.2045976481511405	4.18242553563653	5.062954914254861	6.26260477824904	6.03188307648301	6.035760749091881	6.51676000961542	7.261520006184231	6.39934467437289	4.71445023716543	6.523742315919349	6.8696728765108
hsa-miR-193a-5p|0|-2	2.0839642607236897	1.13308101555251	1.68689531313959	1.7236707863589298	4.24094140815194	3.68196976343873	3.50963702047241	2.84253545997966	2.6513875246706	3.28547545338534	3.13425834048383	3.6137037525277003	3.4148088750544705	3.6682499264062103	3.68938495477495	4.84473005081753	2.61879295815886	2.52197972042373	1.89956953162426	2.2499470111686404	2.45693813522045	3.00484409322047	1.46640407441398	3.71414139883017	2.82759873835776	2.14773927511963	2.69423542228754	4.25619188068387	3.71643952067423	3.76907296112424	3.4991564596974998	4.45189175883277	4.06475982735019	2.17752736795153	3.6896806671231097	4.00145005992881
hsa-miR-193a-5p|0|-3	3.26891585191152	2.69800175879115	3.22747942346093	3.1960278260949506	6.23534265966039	5.70458623466668	5.21865227273156	4.31057787486511	4.5057523282374605	4.0700756808919305	4.8519563230720495	5.41916490187201	4.82501276590377	4.9741760739368095	4.84641592424379	6.380900180604559	3.49629859521012	3.9659135463454698	3.33676827398149	3.4520792315563704	4.32802031587185	3.63092200419318	3.09712152719094	5.29357612443232	4.666510285341981	2.72571959973002	3.7181136102106	6.12036511285647	5.493495748502611	4.7921284868679805	5.0562816150667995	5.948027929964209	5.81135798639678	3.25032359184656	4.208137650148149	5.08687564669075
hsa-miR-193a-5p|0|0	6.801028958749289	6.24673349370858	6.78271516397019	6.45051935504068	8.559494827626152	7.52148035158907	7.875070772841379	8.34389327980366	7.027092685919611	8.1770477522332	8.46375036290674	8.24226317186546	8.51906503048715	8.58959569290592	7.80534790763401	9.084001686152561	7.1797704516483405	7.58595003721308	7.674074282503639	7.933806035336	7.04573418196951	7.67280270741872	5.42007607561787	8.07346198409197	8.23644205786702	6.94579577230868	7.69146913911619	7.66793030848731	8.16140399068097	8.15406667996578	8.57112652613017	9.057275658432161	8.313155606693929	7.210599574420719	8.680548607336311	8.960024976306109
hsa-miR-193b-3p|0|-1	1.38948589297836	2.5877774851639	2.9371358349253303	2.53974330351023	3.28479147163642	2.4364051354205	3.40997817258318	2.96764141499884	3.2043837311000893	3.81443978407192	3.8694172440265096	2.06244448733102	2.45388404075382	1.9434287609977499	3.84230351178266	1.2550431894094098	4.430916687964331	2.47145886705816	1.89956953162426	2.3154599752211	2.050798249436	3.1693053087396903	1.81517883683081	4.5227895304379295	3.62369812934075	4.43215574376197	2.60092756833662	2.76595082735127	5.049288259236981	3.33845784022096	2.95582443400761	2.9489209497624804	2.29023151756246	6.278767594359	1.8983496883217001	2.83877737261078
hsa-miR-193b-3p|0|0	4.52092556618421	5.2745306516405	5.52057439332921	4.76382010922953	5.414372890282969	4.84202333073681	5.449510445376281	4.91836508541581	4.99167248794516	6.6187999626843395	6.6835745123531	4.411663801422639	5.257218820892691	3.6304924262486	6.58535051291227	3.13757385588158	6.925098061426179	4.86130410514668	4.6768973730538494	5.17535539339299	3.5579253478510298	6.005448462847741	4.3141703698892595	7.69138001108918	6.90603508319785	6.72959936309787	5.34058974045185	5.18345553531847	7.5089466999090195	5.31105863172095	5.672842749120849	4.88592965623066	4.62564770675506	8.76880060456872	4.3639442193316205	5.37055233905825
hsa-miR-194-3p|0|0	2.55079212749173	3.29721649871625	3.4690666803502594	6.59498264184367	1.6240310599681202	3.94881199727732	3.73227575894086	4.52932806701872	1.30300336359854	3.3829925063222004	4.209883157606811	3.2924378912360095	3.3495795972205	4.45342043308816	2.4614935521261696	4.43481509361428	3.5762214728485096	1.83572309586998	3.23582515335033	3.7414518215462595	4.27880694925031	3.41849826999432	5.032974020466809	5.108326419075951	6.733681337701889	2.04243055511422	3.57823997382219	3.5075668077167403	3.94572873464777	3.56977234494721	4.36459890572964	4.13456773137196	3.36532756046008	4.26349824425714	2.51393716487325	3.4715492783824105
hsa-miR-194-5p|-1|-1	1.0565155776413002	2.33831189006234	2.87133330633245	5.612918965411379	1.4146121847934	3.7480737246182696	2.9238120784575	3.66628197863113	1.30300336359854	2.81210139351569	4.30759003549644	2.61635086496949	1.6422765306103	3.4543934830979	1.0578924047056502	2.41510197053048	2.61879295815886	1.4745069050928101	3.51965567875229	1.68248175439497	2.62388502918569	2.13497649422253	4.40273990856337	3.7365556548306103	5.39059424298425	2.7921973734959304	3.64987127488331	3.1269643654937296	2.9621699782602002	1.9554969638573403	4.13413385336622	2.53635723558771	3.38882070441365	3.85875750132033	2.4167817969589103	2.50516500886858
hsa-miR-194-5p|-1|0	1.17624981067326	2.5877774851639	3.25354186754721	4.96093706617389	1.16954695031425	3.7694520093316	2.47541166806421	3.28863422955847	0.666273071193413	3.5602337955922003	4.6052977368091605	2.06244448733102	1.9368823527295602	3.5383476242187704	0.9271935286831129	1.98069391909325	2.45931740049512	1.57363654545238	3.78080909876364	1.7785349147429699	2.1992488797363503	1.77529130407449	4.27716182148629	3.66824032393768	5.28171332359594	2.33776999535793	3.90537718636908	2.9413028846404	2.51966314168498	1.76500249858291	3.1329985176295603	2.3451238469847797	3.3414455074881806	4.3069526404705	2.27614228721505	2.2303509310566403
hsa-miR-194-5p|0|+1	6.2992619969262895	7.797468498866871	7.59817467092366	9.41404536409728	4.28783588248549	8.89600251755302	6.9647938806911505	7.25475285785125	5.5112646891573	8.94831591716318	8.84559489164485	5.675189604791349	5.50199487369121	8.042890078911089	4.959424609188201	7.763756125605889	6.53291347514408	6.372060207840461	6.89347103078663	6.45325443075756	6.63758887451457	6.4984316330663	7.76410786448549	8.612631156737221	9.15577293366979	7.0948002480067	8.08084203777659	7.6236019703509905	6.61403183863268	6.33625267135975	6.41473460091117	7.3469678467084405	6.902091169257781	8.68481823908252	8.183752872843009	6.40422598535246
hsa-miR-194-5p|0|-1	6.74645184768808	9.61650470610072	8.91435274257425	11.948943011361301	7.29241218905512	10.892207607103801	9.92675333191191	10.036242747207401	7.522311158042131	10.1784068602975	10.6512897478995	9.152747493646169	9.74106427016518	10.680604995156902	7.24377127883037	10.4603440455081	8.77087848769698	7.84103234895503	8.232321556334961	8.68502961828478	9.703106104283961	9.500899750805289	10.755769124153	11.1374945218662	11.3694617670367	8.66274983865282	9.238273612581	10.925430488264501	9.5437512965679	9.282150218548939	9.826318751054501	9.48555250177159	9.93677997699886	10.218856838083001	9.729821391235829	9.00978859207316
hsa-miR-194-5p|0|0	9.528596887803811	11.951204709980098	11.4415663874295	14.095970077938599	9.328649684423981	12.824286382813302	11.633750808713698	12.251832510524	9.46880723119775	12.7275573222526	12.8845682625457	10.7699324555701	11.249660996677498	12.597312310591901	9.47166956413119	12.590064357674802	10.9206386490849	10.0590072892007	10.42848172043	10.832780057456802	11.307636803376301	11.495415415330301	12.8835669750138	13.375588013414301	13.601000393535	11.179104453102902	11.614295065568	12.693148141025802	11.4414762678566	11.189293122075801	11.6823050494227	11.8773909684402	11.518932084036901	12.4233271707322	11.993002966912698	11.2478583335473
hsa-miR-195-5p|0|+1	5.35601613454055	3.9372686823436296	4.481725495886191	2.53974330351023	2.72734263831033	3.14125142830983	4.23763508616564	3.02634809648697	5.10673265075678	4.4460332463470795	3.4229440151355397	5.70928262845886	4.2944560336254	5.822987760552071	3.78684101701701	3.71523453103639	3.4546130550479597	4.5197683320909805	5.09707947669016	3.2657677748311604	4.6058861180053094	2.8191936140092	2.33068803451183	2.02941270777161	2.99461406053542	3.64866575801266	4.90601986638628	3.8790908274554106	3.1744119298638998	4.059338527495799	2.51881854591177	2.0429228215201296	5.02849554766747	5.5844717420721794	3.97776264544893	2.68159294995882
hsa-miR-195-5p|0|-1	4.41536353305574	2.5877774851639	3.3290180098504	2.31541818603553	2.8153330398005	2.6358148672848998	3.9370888737974705	2.3850144658376897	4.6306504138559905	3.0284800177822597	2.28986804174038	6.11232272930871	4.0494787170294	5.721883980267299	3.8240519010703498	4.791543293980291	1.96072566368254	3.12242558760417	3.4612318532118898	2.43818441814815	4.883361258121919	2.5474849745281096	1.46640407441398	2.8409209188443	3.3431766836290495	2.97501691468149	3.21870299711731	3.77176147167187	2.92354954579787	4.12692235404123	2.95582443400761	3.07756716433178	5.37281842333251	5.018826980413009	3.4323602842852496	2.98050636832751
