	TCGA-OR-A5J1-01A	TCGA-OR-A5J2-01A	TCGA-OR-A5J3-01A	TCGA-OR-A5J4-01A	TCGA-OR-A5J5-01A	TCGA-OR-A5J6-01A	TCGA-OR-A5J7-01A	TCGA-OR-A5J8-01A	TCGA-OR-A5J9-01A	TCGA-OR-A5JA-01A	TCGA-OR-A5JB-01A	TCGA-OR-A5JC-01A	TCGA-OR-A5JD-01A	TCGA-OR-A5JE-01A	TCGA-OR-A5JF-01A	TCGA-OR-A5JG-01A	TCGA-OR-A5JI-01A	TCGA-OR-A5JJ-01A	TCGA-OR-A5JK-01A	TCGA-OR-A5JL-01A	TCGA-OR-A5JM-01A	TCGA-OR-A5JO-01A	TCGA-OR-A5JP-01A	TCGA-OR-A5JQ-01A	TCGA-OR-A5JR-01A	TCGA-OR-A5JS-01A	TCGA-OR-A5JT-01A	TCGA-OR-A5JV-01A	TCGA-OR-A5JW-01A	TCGA-OR-A5JX-01A	TCGA-OR-A5JY-01A	TCGA-OR-A5JZ-01A	TCGA-OR-A5K0-01A	TCGA-OR-A5K1-01A	TCGA-OR-A5K2-01A	TCGA-OR-A5K3-01A	TCGA-OR-A5K4-01A	TCGA-OR-A5K5-01A	TCGA-OR-A5K6-01A	TCGA-OR-A5K8-01A	TCGA-OR-A5K9-01A	TCGA-OR-A5KO-01A	TCGA-OR-A5KT-01A	TCGA-OR-A5KU-01A	TCGA-OR-A5KV-01A	TCGA-OR-A5KW-01A	TCGA-OR-A5KX-01A	TCGA-OR-A5KY-01A	TCGA-OR-A5KZ-01A	TCGA-OR-A5L3-01A	TCGA-OR-A5L4-01A	TCGA-OR-A5L5-01A	TCGA-OR-A5L6-01A	TCGA-OR-A5L8-01A	TCGA-OR-A5L9-01A	TCGA-OR-A5LA-01A	TCGA-OR-A5LB-01A	TCGA-OR-A5LC-01A	TCGA-OR-A5LD-01A	TCGA-OR-A5LE-01A	TCGA-OR-A5LG-01A	TCGA-OR-A5LH-01A	TCGA-OR-A5LJ-01A	TCGA-OR-A5LK-01A	TCGA-OR-A5LL-01A	TCGA-OR-A5LM-01A	TCGA-OR-A5LN-01A	TCGA-OR-A5LO-01A	TCGA-OR-A5LP-01A	TCGA-OR-A5LR-01A	TCGA-OR-A5LS-01A	TCGA-OR-A5LT-01A	TCGA-OU-A5PI-01A	TCGA-P6-A5OF-01A	TCGA-P6-A5OG-01A	TCGA-PA-A5YG-01A	TCGA-PK-A5H8-01A	TCGA-PK-A5H9-01A	TCGA-PK-A5HA-01A	TCGA-PK-A5HB-01A
hsa-miR-501-3p|0|0	3.9893228936059506	2.7364443608206295	3.96277853151297	2.57956756386688	4.87915872649371	3.04052126026022	4.62369603789908	3.6975001564969903	0.5425820451754061	3.74323328251379	2.59840674540464	3.7431774051588	4.57355946692199	2.04983102913484	3.9587908112905	3.68666306821722	3.81778761741269	4.85758900819762	3.7646248078733597	3.55022411187607	2.3625431784991897	4.03122129834957	3.0229339789950496	3.1976290675819903	3.4784901781278097	2.78877630194996	4.64710934383703	4.14622408611919	3.3787540955682402	3.6590510239814598	3.2554905415509396	4.32282767032763	2.57593918873609	4.6692556967406	2.5845312460894703	5.1633035254072	4.28596944050133	1.8544051757149198	1.8203104884788	3.77288824665761	2.99452114692463	2.56677114360249	3.3597451526348703	2.8798438448002797	5.06121622447548	4.23374611014746	2.94464562912429	3.77687657307038	2.22108786728819	2.8272339914358997	4.3840631789200195	4.248376282000979	3.42209509827855	2.38952006295389	4.19588940109445	3.9438728177613	3.88054085505269	3.1247310204627095	2.4423381542227403	1.41263617534023	3.36452734381371	4.8873222615607	3.14131841009464	3.8714929039931	3.40978674807021	3.8994856290843396	1.91795501298419	3.8154764951206297	3.87092491560187	3.6146409933062498	3.13806217287802	4.285779621276331	4.5887502902339605	2.6510773427945695	2.88473843546624	3.99933814609204	2.38401474491239	4.55182223569076	3.8058643638622898	4.57909281595308
hsa-miR-503-5p|0|+1	3.5493978419308903	2.7364443608206295	1.79341096375155	3.09536603663935	3.10563073052436	1.8915965321557702	4.6842028162838	3.7737711126984306	3.37292843296746	1.3143869060059699	1.4251324099857101	4.7994436482181	0.895918676752846	4.1497253218964705	2.3665273294736497	1.43116069161378	2.61511387509923	2.97365048063455	0.937901769218662	1.65209684575391	4.01704218169122	0.40772947660160297	4.54252636966498	2.76346867104932	3.54966429844538	2.94965934084885	0.818602235573433	2.14465197822218	2.4695669146884	1.46596251216012	3.91322625716825	3.33999075078384	2.13211097118582	3.63516586968229	5.48696867223574	3.77089880859524	3.07591135278387	1.6690367132657098	0.0	3.0922500370360297	2.28452670234703	3.55398220239465	1.40266523468254	0.9577857976750441	3.2371817596277896	3.1197667339531	5.10828696366584	3.2616627048091096	5.51082585302711	0.40152248220723596	2.3278923442532005	2.8497861141370295	3.54438251920245	3.16839320631097	2.3485055474151	0.0	3.08174689479707	3.47890537846228	2.3361541794670098	3.9747701310251005	3.46712757147834	1.8224149878172902	1.9111795442188102	4.767645193802241	1.7684929947806498	2.9168773083866	1.10046687886032	1.9658589274316298	2.57449172102197	4.16834114783741	2.44067623661867	4.88971122565376	2.07509099801812	3.58530351847711	0.0	0.618663596891978	2.82687838827012	3.3533126609352797	4.09922575084896	1.6695690476910099
hsa-miR-503-5p|0|-1	5.57966077906199	6.29668486091692	4.875920052890599	7.133121037098269	5.105758371966941	5.35946908193707	8.32715444132829	6.050230141299889	6.683930634747009	3.79566726939605	2.89930466610414	7.5405125635579004	1.84091969344876	8.09924259784605	5.546178784787281	4.37023232204543	4.41393142345532	6.17808663265345	3.6898157430544	4.53252335592602	8.69872646593957	0.9853467470421751	8.13005097343163	5.780985634361921	6.32717151855592	5.760058706748331	4.15391237596049	5.27953441862256	5.2463547202165595	4.56900217735514	7.2466450200558095	5.350477690620719	4.3975246022939	5.8807281385303405	9.22085076206276	6.565113074257469	4.84971745935515	6.32827635894235	2.60006606211953	5.746790074651099	5.759583293926481	5.68278310402765	3.33858822633598	5.35096739796742	6.52972040304523	6.9504066609982	9.01576217564943	7.0068625464680006	8.603641659558459	3.40966707107198	5.74728047755529	5.38088607022845	5.719087672076481	6.62943393967677	5.69356375486967	0.9255002042945669	6.728072314105929	6.7609151582383396	4.86562186259412	7.72943153629909	6.74781467667711	4.09953171871193	4.884208960510099	7.21853636199288	5.197846513464389	6.45640018929988	0.9860670231170401	7.341597147169111	5.10673036661783	6.305772636910139	6.38306563212265	7.30530133093521	5.2922824411745095	6.83427083145496	2.6602515842283596	2.74663311041193	5.60955490305843	6.22418303839914	7.111404255886461	4.16223141691148
hsa-miR-503-5p|0|0	8.98115462013489	8.61941311925943	7.398408174479821	9.79385681016624	8.43358429226881	8.36574795825204	11.195878333948698	9.24767614959627	9.34789224133918	6.557398078243719	4.51791115550507	10.7222698615551	4.5204384509293	11.038152162850402	7.99430630797714	7.17188795507223	7.9576904594285	9.076791975233641	6.047276779644071	7.23843409564417	11.4326576416644	3.95731457551549	11.0965925917963	8.80749276451212	9.34134261208544	8.51818760406081	7.28214805015234	7.7137953909794295	7.98520613354006	7.4493983061353894	10.3467847074352	8.97493888545015	6.81002060896915	9.03458228543832	12.026288948487899	9.90340475894817	8.54039621762254	9.21211685814409	4.9504020433158	8.94731974099301	8.47443234432461	9.4159265123199	5.92547785321937	7.99144163915663	9.480592639136448	10.0345181524958	12.112550366323099	9.84724326310074	11.465006342699402	6.068361956290969	9.02641001228096	8.91810200229544	9.10018489048362	9.85882707563643	8.72771500399336	4.1033438663087995	9.39647308630971	9.86810045375775	8.11347002384511	10.2600989227471	10.1253635784003	7.676873995387959	7.5427087423425805	10.5753521007835	7.74428754162719	9.0500713018588	4.10289602048607	9.80963454619475	8.37843854109586	9.9982893406473	9.076433432757009	10.3866069684719	8.00116256696725	9.85642358099684	5.632338580623679	5.769380857744809	9.22257452691334	8.90417610151809	10.499436823552301	6.9053888854142
hsa-miR-505-3p|+1|+2	3.1964440862915597	2.27992183949001	2.0296007254823203	1.8990419324523702	3.98322427963984	2.4639955864894	2.4422674639254702	4.04397155768544	1.49891884921304	3.3106014777594	4.11204263366663	2.54068949625503	2.72140847787664	1.17391407084699	2.8550876738411497	3.19280203193227	3.03832686229949	3.34202624111966	2.41947550961169	2.58498712745142	1.38464324534669	3.2466369330721303	1.7222106280652902	2.29776265557265	3.12162149813266	2.2229730473838702	2.5762866856708597	2.68587561274737	2.2413152901980498	2.33733927157907	2.10757114501059	3.7189625584148995	3.98984479548466	4.27299570307122	1.3731406414557001	2.7796742463593	3.40846165282426	2.01864510390089	2.8507711084035097	3.3215210525966	2.03479111366727	3.7101939917856606	3.3597451526348703	2.68220872692905	1.2209330273363	1.69009011888175	2.60285998245329	2.35514647726963	1.7526714370593302	2.95213293388345	2.19344607601964	3.36644843816813	3.78665926344375	1.3031281565634099	3.54123066553356	3.4212772639840496	3.3091030283552794	3.19593298459109	2.27997997760048	0.30738385207620195	2.6585775143131096	3.2175435219294304	4.34540730628635	4.1652885211444595	2.8911489552078398	1.78953579474354	3.1450614640837204	2.4519271129391202	2.7836610351985898	4.133871184808	2.44067623661867	3.9255907091919	3.6255633925913	3.00752125143213	4.94485954481999	3.61406150046537	3.00596076900056	1.75673954782868	3.3348371258741896	3.6382217514877997
hsa-miR-505-3p|0|+2	3.5493978419308903	1.8200109977203198	0.865611296937689	1.0867670023445202	2.6334964023361405	2.00418418816935	1.73251687059113	4.28889348770922	2.69575443836988	2.1195799425759	4.46384431237143	2.07465848399608	2.0046022334660303	1.89601271031665	1.8049580109864198	1.01291293674954	2.7837141543109705	2.74688841479052	1.17577526780666	1.9475544705535301	1.5065142128679498	2.3911498045761896	2.4246238835139398	1.60579026561149	2.4118500401709198	1.7847957555861798	3.59378373522566	2.00693871058996	1.9700378159721499	2.12058634787929	1.25036823524305	3.14706072322062	2.9573887585007403	2.53170060130723	1.3731406414557001	2.10439443107494	3.6113122400908	3.5729029599448103	1.7230906389311298	1.9085202926377498	1.0232870467537099	2.76982270642704	3.05707033399041	2.1806967876344903	3.74657351709638	1.14704682783483	2.08676140991544	1.65430684138441	2.22108786728819	2.27822672407591	2.2622347923849904	3.27687014156044	1.64774442875334	1.39544888857822	1.2414261446237802	2.79403349838383	1.8676450907874298	2.17959264731814	2.5412397959029103	0.0	2.5691320926316203	2.29877465032463	2.5998261176528197	3.39289250171256	2.00314293769195	1.39945783621369	1.97904974793533	1.53623821617123	1.66380787768131	4.0252259279351	1.03879760262297	3.01753843095936	2.8928611281055496	2.8402796511715	4.05393987461488	3.1168329593074797	0.9543821447828921	1.6918141646798301	1.91938446211436	3.89773622924831
hsa-miR-505-3p|0|0	3.9559681542517597	2.5411791607803704	1.79341096375155	2.01820334983322	3.10563073052436	2.4639955864894	1.9051378582920102	3.7983242914310402	3.4947975752134903	2.54414907653219	4.89004071552392	1.24899801289947	1.44444913173821	2.04983102913484	2.5312019284236	1.75501151660827	2.42417022604684	3.1230230217121697	2.29039342850063	2.82202707101027	2.6001210177444505	2.19929857038175	3.10233434407845	1.7588268959389401	2.60244242796045	2.09116803102997	4.21451473932054	3.07853614463694	2.55163244655615	2.33733927157907	2.64161104877404	3.8259873084083504	4.7992480249746	2.8829766129278904	1.60631000354099	2.527799855698	4.065124590138529	5.4930209796644105	2.7556508831198903	2.0431590859488202	1.6159291089866599	2.56677114360249	3.2278832569645397	2.9693564022358196	3.5419847766801	1.5966179933125701	2.3958617111523903	2.13768561285812	2.40837580041577	1.834795754636	1.9648970637921297	3.22990504522236	1.7529548328707	1.97646154731781	2.5298521188341603	3.7645581804648103	2.41557562709523	2.54944795704281	3.0579272883916606	0.5606399937132529	2.89778987446382	2.54667053496549	3.7468761750255197	2.8476727365785	2.3818960420196	2.0962782284125	2.6010669583585497	3.29735915055394	1.66380787768131	4.21854940520951	2.4956604670312204	3.1051477543259	3.46194931890358	3.00752125143213	3.62671829052032	2.92674153556716	2.38401474491239	1.8188684997204398	2.63092197219548	4.09476954999007
hsa-miR-505-5p|0|+1	3.16759499563178	2.16831084700169	1.79341096375155	1.46792994544028	2.6334964023361405	1.76947314145331	1.4273410829422901	3.4410267739964904	1.98832148929278	1.84887462660882	3.8280458849013104	1.81724069145933	2.6240462579724397	1.30193966460519	2.4235330740997596	2.52370753714319	2.7433750707256204	1.94723185890408	1.99137398867239	2.82202707101027	1.2515193984089499	2.2984109149600296	2.7545753448603905	2.34688557220687	2.95683459612584	1.1524095562131598	3.2327621032609906	1.93281668453866	1.47668764136422	1.7938825514133798	1.90998147978727	3.10517349237635	4.30177049116443	2.83005434392546	1.09488197900809	2.10439443107494	2.97256300082726	4.06144424230007	2.15450011504253	1.59444100103982	0.600528888283922	2.04752997494619	2.70696526710119	1.64165460475887	2.3198845296759703	1.4966676695746899	2.08676140991544	1.5698520063324402	1.55529760241193	2.17948315436683	2.12121252793224	2.8497861141370295	1.9428253073335902	0.984350446836485	2.7506386034994104	2.5936690230865698	2.205633110814	1.34737487466853	2.3361541794670098	0.30738385207620195	1.9436739134459902	1.50837418330502	3.2844680449445702	3.21171464499071	2.2663517505778996	1.78953579474354	2.3923275822841696	1.83636540264075	2.57449172102197	4.0252259279351	1.42611626635842	3.22732828739802	2.8556664637009503	2.3106371406062403	2.9524233121692802	2.30060681836373	1.93102064928361	1.75673954782868	3.28078777991431	3.1549126717282796
hsa-miR-506-3p|-1|-1	2.5156848528910296	2.86132797944511	4.8959765373031505	2.95305136497855	3.26434620519688	3.56581945316944	0.27642308005285104	0.0	0.0	6.04016792083783	0.0	4.77546970954899	5.35849967039374	1.9749708887898503	4.82965113699576	1.60215419279005	5.930774230813269	1.2798691163039801	4.72934895631686	7.53085372006763	3.02409898170939	4.8943560278477305	0.29858979901530897	5.5435250136695196	6.504832531950999	0.688336325090248	6.131641416183621	5.77460956707519	5.8794455364956795	4.68227436722939	3.85941397316685	5.95636845626657	5.50581916225149	5.950570989882599	0.932639388708712	3.8646689834893	3.3478030185197802	0.0	3.9106096021938197	5.5740542066596195	0.0	6.260461038205429	1.1345892691483	5.056353127117349	0.529729072608842	5.104400778291759	0.26663170856359103	0.237535083043909	4.95167658452607	0.7152803748452081	7.153755533387709	5.8060423372182095	4.94804340627259	0.5745483499114039	4.04904377591152	6.752774114675519	4.13903871354098	1.5781026121691497	0.254395228460076	0.16186297507026998	4.19147032824484	7.167403734223889	0.0	6.591785442322579	2.58845423143595	5.73922101399233	6.350271622432481	6.07470348541538	6.62327103356557	5.669012116434151	2.54862583717217	6.71680242601377	3.94177995036198	4.14765772261196	0.0	5.034310971577639	6.74100448515793	5.368069647022679	6.63669159285084	0.0
hsa-miR-506-3p|-1|0	5.495106974797769	5.602999420838809	7.32078304441208	5.86200927576698	6.42771199378772	5.722461308431559	2.19855693837619	0.7692011599704031	0.7526335260146241	8.843083826665	0.35715624530390705	7.936146162611281	8.48647337584878	4.3702294993692	7.13621839530855	4.52708694728421	9.28318442564328	3.45906254296492	7.509395388938481	10.4618012881633	5.30982271019097	8.788125766067811	1.50565352046648	8.07540742646229	9.58281210871806	4.14667651478066	9.44445052509292	9.021012698008269	8.203218668387601	7.650081706672231	6.72902830354608	9.07868662863256	7.530144190480031	9.46547339728772	2.68987817130609	7.406634178934739	6.66609577369378	1.45628970421401	6.2396710991086195	8.1078604505756	0.33128806782190195	9.07214067145528	3.05707033399041	7.96991339419907	2.18563331547391	7.35362417951417	1.94183589014519	2.4047501201377597	8.4494744873821	1.5486372407965001	9.49951686328022	9.19063814434435	8.25105021412214	0.217938415760375	6.87500116775717	9.67048826031492	6.6780492085334195	3.04983172925477	1.4518153462379	0.5606399937132529	6.64759987576305	10.5330930737735	3.21466798038423	10.3602295246479	4.901289113905349	8.47091604246975	9.47950133698284	7.91024532055053	9.20358670447832	8.812829009957651	4.609413673124769	9.687557258044409	6.433741913762731	6.867276806677769	1.4718694482615302	8.24484904467934	9.518421887235391	8.08006304265948	9.1899502477632	1.89781909523536
hsa-miR-506-3p|-2|0	4.72292138495213	4.15965012045202	6.45166021259528	5.48655469831545	5.884082500617349	3.97791434756325	1.1808666904081397	0.304248495568403	0.0	7.597576150039071	0.0	6.9244177204089405	6.50020643324575	3.69311712524662	5.33954147719374	3.08154373565647	8.09626879432098	3.21465062985873	6.09395919107271	8.91526866771401	4.96116469292071	7.6895026392317805	1.25074910405402	6.24341369676795	7.96120675042629	3.7476335956955897	8.30389380034797	7.290883246545071	6.9432254232060995	6.62669435725032	6.116852538118531	7.77818694548234	5.93079000931796	8.1043279077807	2.06373658830869	6.17266842190638	5.77925915474442	0.522060155000112	4.244213228595	6.672266125149009	0.33128806782190195	8.47678083927318	1.94090195769059	6.5151218904995405	1.47229656780432	6.40955905972875	0.6861532591472299	1.80969117829293	7.734649684049059	0.97284216037072	7.8011115872411105	7.14916607845718	6.970972044361741	0.217938415760375	4.97381175425844	7.60923795416531	5.3483904095697	1.86698398266771	0.9739257016399759	0.6723386223060821	5.653783211265349	9.46395383185875	2.5998261176528197	8.93800812422084	3.89143167261294	7.60204454824785	7.910712877282769	7.341597147169111	7.222925656659	7.42512157149159	3.3012836942710098	8.11666910800293	4.42065149823359	6.0377485740368995	0.43803962208855196	4.804832838960481	8.74353452937986	6.98987443638379	6.6122794958338496	1.6695690476910099
hsa-miR-507|0|0	3.71805499116901	3.21965078894	4.1581178198164395	3.45354523112468	3.9462276660929305	3.28298709932792	0.0	0.0	0.0	5.959154428600679	0.0	4.55379840432878	4.97994310444011	2.1888180403514497	3.9196969154260097	2.13529569612593	5.57622205343924	1.4403161909312001	4.6126967524296	7.5988794829464	2.9400631130138097	5.4086350445293405	0.29858979901530897	4.775936189809401	7.05421486075124	1.01366972857261	6.403007852717151	6.97264450450346	4.3768523161671204	5.085693267877249	3.71538692383258	6.29126090894403	5.15939230198709	5.82772178948258	1.09488197900809	3.79014676627482	3.91989094172383	1.20665144769654	3.99632445494642	5.23737937650516	0.0	5.70152233000531	1.3187220907889	5.748737314436441	0.9163360932223541	3.9982026917112594	0.49158815123897204	1.17174241647586	5.53783812949147	0.0	5.3090132442585	5.5433619781979	4.70747548333411	0.0	3.71616345634729	5.4882553977102395	3.7315542207536603	1.4673463225054602	0.658560493890682	0.16186297507026998	3.4916767362102004	6.58167296625693	0.9413980414785709	6.93162478035862	2.1407415951749598	6.090832157536861	6.395793679003759	5.58682978723302	5.1577016795131705	5.9172138977481294	2.3835131220181602	7.49564830138545	3.16023511774759	3.9967374554038595	0.43803962208855196	4.137423031974181	7.02170810816635	5.13762428101596	6.225585112939839	0.627885901991173
hsa-miR-508-3p|+1|0	3.869043000016	3.8577628302915903	5.8562692914676795	5.25138528597038	5.531253525179629	4.444942867007231	1.73251687059113	0.304248495568403	0.5425820451754061	7.454067194310861	0.0	6.49967994163401	5.38845597071126	3.54571563250842	5.73817301020957	3.13824512549852	6.94581438442613	2.8647201621482496	6.81806759243804	8.71034394754886	4.1161061723424	7.67112592081728	1.25074910405402	5.98870381348259	7.73687723965932	3.51022916891053	7.7316170553089	6.89669165995486	7.18257514388451	7.0705988200531	5.007459393406999	7.729044355689401	5.484171096762131	7.75276473746716	2.4708815350814	4.644889934249731	5.33438990540191	1.45628970421401	4.79163577557549	6.820251704367889	0.33128806782190195	7.57444625236277	2.24370760505061	6.45052610916755	1.6862944716946102	6.39575127468118	1.01076511031037	1.65430684138441	6.812261132002139	0.0	5.93806695916883	6.67094216207695	6.22803041758628	0.0	5.42238997750827	6.99985553628431	6.199598449490201	1.86698398266771	0.254395228460076	0.16186297507026998	4.616703464317	8.58686622838501	2.2269872360692298	8.20360898040579	3.70430697782992	6.942899265766309	6.934156922694	6.83168075371166	6.01137436055535	7.00634431993115	3.27008335018867	8.84414593635481	4.49510418944661	5.574465715561451	1.27443983543653	4.19479264763928	8.06242873230769	6.88486978915836	6.17091593280772	1.5402981641353601
hsa-miR-508-3p|+2|-1	4.8280579179415	4.40916763761418	6.18446347995559	5.470970641801059	5.179341619856941	5.34884696060589	1.98427401690714	0.0	0.7526335260146241	8.09336377191209	0.0	6.769188441928411	6.6249806180456305	3.84797541169356	6.937718164995589	3.79643496672961	7.079420743247581	3.38210258373978	7.91037575397346	8.47865465305224	4.55796347654034	7.14401002074803	0.756873641080348	6.96161485032374	8.171376943251099	3.4306582334670903	8.29690414463791	8.28719927844541	8.20797175707051	6.692091263344	4.836955592865389	8.0534027094961	7.830991392152719	7.8490071468170095	3.3980809386988997	5.01576675744717	5.68023254471269	2.01864510390089	6.436514346492291	7.638835321974571	0.33128806782190195	8.05066165450478	3.10797202740149	6.625948174909639	2.3198845296759703	6.66689082574783	0.8575698526046049	1.65430684138441	6.60757143045484	0.40152248220723596	7.73911265732241	7.034272789682139	6.467129108833831	0.40723394229881704	5.92498528039559	7.34289313053785	6.99919530149156	2.97082999380607	0.254395228460076	0.16186297507026998	5.486757473461241	8.46128313781897	2.98238437104375	7.52402364147483	4.56472676221589	7.92248675975271	7.6771900184797	8.24658939022643	7.2986860935789	7.01584027708517	4.55867252661249	8.93511785702099	5.19139883912823	6.08528119535171	0.43803962208855196	5.11082275291939	8.19298376860971	7.464543255908261	7.829754261703759	1.2407705485866598
hsa-miR-508-3p|+2|0	9.20750075373747	8.30281323743154	9.970327383435698	9.40504417004483	10.039284329992899	9.14306986703818	5.18064250525496	2.73001090354764	1.81195345918619	11.8572475282138	3.2367921921201597	10.7877767003586	10.703841640865	7.37308688090971	10.341819996734301	7.82001239092147	11.348114288332901	6.690094857739849	11.3154828263635	12.838909863440099	8.23088304113635	12.179190230338302	4.27763718645053	10.6681882838206	12.6563212086013	7.35077321160964	12.8113275127868	12.4220240533114	11.5947343608862	10.9878643408357	9.08615483168604	12.555631521007099	10.8423743228841	12.545022037858	6.69613892675556	9.32882487536219	10.0884255564806	5.21677937636671	9.865143202063301	11.432856544221302	2.84704840634139	11.950589530123501	6.71238001712264	10.528144862656301	5.5035333915765	10.422576789610199	4.2219267213666996	5.88673046420743	10.730541116291901	3.7218366609254905	11.118076410162802	11.6037641459548	10.7030164113916	2.5981703639350098	10.195928326605099	11.9637129903198	10.7040528197349	5.96204463454341	3.21597845449664	2.93525739381012	9.316831949656	12.9126659794559	6.2038016578351	12.6110234717449	8.23683591439779	11.591624588218801	11.943488894651301	11.3720241515165	11.3116817183834	11.866465888095801	7.71137784449466	13.175712320224301	8.93288718374728	9.69344029041436	4.11428876309528	9.45330048425788	12.0904653413786	11.2226162382371	11.283731523082302	4.862098853345111
hsa-miR-508-3p|0|-1	11.3240643271431	10.2737695439902	12.665630288941697	11.491844328696699	11.8548513980791	11.1313100638762	6.81658138992903	4.3399620114786	3.7114169902994	13.961051467293698	5.05759480680575	12.799336725755902	11.988208375805302	9.601643273180901	12.243372129519	9.399263116735039	13.3608047338461	9.44401792934568	13.281567502018499	14.9779482818578	10.3177291628255	14.4742770013767	6.58790225084618	12.4858521646925	14.0769661230641	9.44291344991371	15.0919972750235	13.554328582117801	14.1360339161301	13.4416842525034	11.3148669262801	15.078850209335698	12.5329788200667	14.517627526585601	8.61134693687389	10.998336572205998	12.320749791836601	7.25894784888227	11.4909744831389	13.322157140640199	5.5370464226610805	14.388369170584301	8.928649302577501	12.8784253044488	7.16404444847388	13.0104197195747	6.21886853768942	7.37050864440441	12.97997339279	6.372077785109191	13.2438801986571	13.8868699440478	12.642385301702198	4.613657560875059	12.320986484034501	14.388288237040902	12.7853765458066	7.77183303075429	5.45317199822657	5.0312687811276	12.1661599210022	15.253281855684	8.544180343704669	14.618158563146501	10.620735243337599	13.7945399946138	13.380175692694	13.613335556266101	12.7707840872914	14.097514650518901	9.41720435951642	15.048914112488802	11.4043622091537	12.4962269778618	6.26527011592617	10.8202995768818	14.838684670392698	13.0136601136677	12.7198298731619	7.19837088768239
hsa-miR-508-3p|0|-2	6.42824155082636	5.793721501352509	8.512524877631071	7.180201667043709	6.7266462411153904	6.3577722761132405	2.65069690817656	1.1202698862876002	0.935953123612947	9.27946352104823	1.81888621384948	8.09470901200327	7.65201820965919	5.18522465951538	8.16699726157109	4.761720963810929	9.002567635555891	5.12888862976697	8.81908868936128	10.4315271348851	5.76541777264959	9.695944548121561	2.2262203870039103	8.30015681435136	9.400698880193039	5.07951032551402	9.949037957842739	9.11199055436828	9.82929078169811	8.45616629782092	6.57895178860567	10.051393293077199	8.74832195173527	9.450211045797321	3.91512459098609	6.84598278569483	7.06664021745049	3.2147594706099505	7.35703444418138	9.02055687063234	1.48900498013221	9.004582607617179	4.7866601548350705	8.797892997489788	2.5558747155344905	8.426788042698309	2.2800422670865803	3.50851013285163	8.332858895754558	2.17948315436683	9.280717031642858	9.06832438601949	8.08339914392886	1.5640584772124198	7.553913598124269	9.27511854434986	8.57570949761872	3.4500691158071604	1.10903529950175	1.7547236939747	7.51126733346126	10.953210848515	4.55762532177985	10.0661974850926	6.14163316896775	9.969605016783142	8.99395790251643	10.107061037607599	8.79842725294872	8.86235786645682	5.5603401938404104	11.0747911344042	7.58160804843379	7.776737548324291	2.48849145906858	6.40748040412899	10.236584809148301	8.25177300136192	8.31134753522098	3.2406398789077095
hsa-miR-508-3p|0|-3	6.1872389810258	5.933986903423411	8.53027771812682	7.180201667043709	6.29054224407649	6.65800739634801	1.82140762623591	0.9553880127347429	0.5425820451754061	9.26122539139862	1.81888621384948	7.7192305937811305	7.35482366206597	4.89160951177917	8.07547358803716	5.1404532472141105	8.31762173670283	5.30599151660116	8.72309364805812	10.4184092497966	5.99099400170005	9.798447818460339	2.07696339199052	8.196767204150639	9.27943909581868	4.27371922081136	9.664059448830391	8.842114024295721	9.62203562134385	8.022834591887639	6.269070186154099	10.0664788428	8.76412683181861	9.15915265985968	4.15478975391344	6.135526990658599	6.64524305862839	3.4631124624525804	7.87544337131779	8.87129680660436	2.12292781644736	9.06913751724807	4.80990600959814	8.45949987035824	2.18563331547391	8.29816312005699	1.59929820435012	3.3145268641593395	7.822400770698629	1.69879983901248	8.37229313212606	8.83913324582518	7.40347401649763	0.984350446836485	7.85870240748566	9.29508373878239	7.98534184046311	3.56210925277027	1.4518153462379	1.41263617534023	7.275371792491351	10.545612401074901	4.27856213613339	9.65863279527363	6.45370257742936	9.233990862236029	8.20890338241773	9.06431175477541	7.89662149930506	8.593351582523411	4.881267919735389	10.8199041391635	7.59859295285866	7.92779291614905	2.067934541146	5.856398556831841	9.874596557059231	8.534645069310171	8.08957149957789	2.7496711851519198
hsa-miR-508-3p|0|-4	4.47470260220992	3.83357578375661	7.16834001863623	5.70656262739914	4.63367345842272	5.380481542761509	1.73251687059113	0.304248495568403	0.0	7.914498490699151	1.08650817801717	6.48866296955255	5.40320404823019	4.13260646700015	6.780217674416241	3.3924768679641497	6.778738146208321	3.56731276525627	7.8910265332636795	9.01922306030377	4.7796611241420495	6.793111345947549	1.25074910405402	7.11482542964139	7.95575776788146	2.55860893780679	7.71859904616462	7.15077523511484	8.78336750326715	7.085653025064301	4.69055033936825	8.1684621174368	7.56493336948643	7.72947368026449	3.5735173249753203	4.30019518072962	4.629586060887379	2.8286440499795096	6.62323173152662	7.60793688795983	0.8273381728653091	7.506804865358981	3.6446949615454196	7.62724695593393	1.87261145102195	7.179214683119779	1.4992529867631998	1.73408994300102	6.38392570687417	0.97284216037072	7.995475641573971	6.56612889601624	6.28615404327687	0.860249286969775	5.799845940982619	7.482928754092409	7.43033639243628	2.3763401930792405	0.0	0.6723386223060821	6.3107582002663305	8.95254095553531	2.3622587053907402	7.198382157717379	4.72649663313895	8.64629920434373	7.056129060044169	9.80891553057214	6.3658725761049295	6.5244490785155405	4.2261883389047	8.71694620842825	5.75306141046265	6.85635850163365	1.8004693462710901	3.96677129125435	9.375015439210731	6.27493531896089	6.9389101741967	1.2407705485866598
