Project	miRNA	shift_5	median_expr_5	fraction_5	shift_3	median_expr_3	fraction_3
TCGA-HNSC	hsa-miR-25-3p	0	13.200212353219328	0.9990683374481761	0	13.080293324150297	0.9165449614020426
TCGA-HNSC	hsa-miR-26a-5p	0	10.715748239624212	1.0	-2	9.3988733315395	0.44232130219391363
TCGA-HNSC	hsa-miR-26b-5p	0	9.03477307820588	1.0	+1	8.5963736274633	0.7536453164363692
TCGA-HNSC	hsa-miR-27a-3p	0	11.533305474151678	1.0	-1	10.3707395407416	0.48178742038217004
TCGA-HNSC	hsa-miR-27b-3p	0	11.034874079304478	0.9929180750040238	0	10.37458815015871	0.6258278145695372
TCGA-HNSC	hsa-miR-28-3p	0	11.661266544473143	0.9168665067945655	0	11.186063773052329	0.6573782274561898
TCGA-HNSC	hsa-miR-29a-3p	0	12.303497052140024	0.8756464351401074	-1	11.873281325253119	0.6457290767903382
TCGA-HNSC	hsa-miR-29b-3p	0	8.732839163645046	0.9534883720930232	0	7.9018931716079805	0.5913154533844185
TCGA-HNSC	hsa-miR-29c-3p	0	10.224603915414079	1.0	-1	8.80655215370479	0.40535633227417106
TCGA-HNSC	hsa-miR-30a-3p	0	9.992169365349884	0.775452143873196	0	9.334969237275923	0.49979398434280964
TCGA-HNSC	hsa-miR-30a-5p	0	12.37163171381378	0.9961538461538462	0	11.834296829780842	0.7178607467204863
TCGA-HNSC	hsa-miR-30b-5p	0	8.051306605143731	1.0	0	7.648133455170621	0.7913803872579634
TCGA-HNSC	hsa-miR-30d-5p	0	12.086295972916485	1.0	0	11.583343526690099	0.7324124181145025
TCGA-HNSC	hsa-miR-30e-3p	0	12.004322003033357	0.9795371759160059	0	10.892040118537011	0.49002191717613974
TCGA-HNSC	hsa-miR-30e-5p	0	11.829038341972735	0.8624828284288897	+1	10.085119095383213	0.28095005693834274
TCGA-HNSC	hsa-miR-320a-3p	0	8.885640348013078	0.8911076443057724	0	8.308696817057463	0.6024737748551744
TCGA-HNSC	hsa-miR-338-3p	0	8.111604174418686	1.0	+1	7.472062872124178	0.6498127340823964
TCGA-HNSC	hsa-miR-374a-3p	0	9.82733115433046	1.0	0	9.54222567828809	0.8397737983034871
TCGA-HNSC	hsa-miR-375-3p	0	7.999341272578876	0.9728529747558035	0	7.874101048871659	0.9191049913941481
TCGA-HNSC	hsa-miR-378a-3p	0	9.59866264066814	0.9182518471938377	0	9.367259089928215	0.7789646672144617
TCGA-HNSC	hsa-miR-379-5p	0	9.598121933369791	1.0	0	9.155266426271801	0.7210113339145596
TCGA-HNSC	hsa-miR-451a-5p	0	8.718210625862689	1.0	-1	7.6376779706047415	0.5162950257289883
TCGA-HNSC	hsa-miR-532-5p	0	9.25582361433489	0.9737952866690117	0	9.146647522224251	0.9103395650515069
TCGA-HNSC	hsa-miR-9-5p	0	9.424868420204051	0.9904548006737788	0	8.75887998263226	0.5999101258238348
TCGA-HNSC	hsa-miR-92a-3p	0	13.534689598088237	0.9879088378566456	0	13.470782926743915	0.948909492697923
TCGA-HNSC	hsa-miR-93-5p	0	12.513595890660174	0.9958062261411905	0	12.452642712471892	0.9579102522109403
TCGA-HNSC	hsa-miR-99a-5p	0	8.014546906561494	0.9840399002493767	-1	7.637125518999665	0.7706422018348621
TCGA-HNSC	hsa-miR-99b-5p	0	13.80475706563642	0.9971918594118003	0	13.13762450231462	0.6434880485250197
TCGA-KICH	hsa-let-7a-5p	0	14.565743792252535	0.9981242726243532	0	13.504216274552734	0.4733445586707024
TCGA-KICH	hsa-let-7b-5p	0	13.161967728726117	0.9996697515556925	0	11.850504919300045	0.39645400199914593
TCGA-KICH	hsa-let-7c-5p	0	10.066828088366682	0.9905840266077023	0	9.312937758303669	0.5479387536402636
TCGA-KICH	hsa-let-7d-3p	0	8.336767678349563	0.9649574384454114	0	7.6486241289107735	0.6057764520902699
TCGA-KICH	hsa-let-7e-5p	0	10.491634960191698	1.0	0	9.661388094254637	0.583107945274697
TCGA-KICH	hsa-let-7f-5p	0	12.959107589167212	0.9997418998283929	0	12.170085811927477	0.5643097082386205
TCGA-KICH	hsa-let-7g-5p	0	9.315596845064121	0.9955648474941605	0	8.774133789902379	0.6816469736855781
